Sale_ID,Date,Store_ID,Product_ID,Units
151815,2017-05-23,17,2,1
151816,2017-05-23,4,20,1
151817,2017-05-23,13,1,1
151818,2017-05-23,4,18,1
151819,2017-05-23,49,18,1
151820,2017-05-23,47,31,1
151821,2017-05-23,4,18,1
151822,2017-05-23,49,9,1
151823,2017-05-23,47,25,1
151824,2017-05-23,46,25,1
151825,2017-05-23,7,20,1
151826,2017-05-23,29,32,3
151827,2017-05-23,29,1,1
151828,2017-05-23,48,6,1
151829,2017-05-23,31,6,3
151830,2017-05-23,23,18,1
151831,2017-05-23,45,6,1
151832,2017-05-23,15,34,1
151833,2017-05-23,2,34,1
151834,2017-05-23,16,31,1
151835,2017-05-23,35,18,1
151836,2017-05-23,36,6,2
151837,2017-05-23,43,6,1
151838,2017-05-23,7,20,1
151839,2017-05-23,30,25,2
151840,2017-05-23,36,31,2
151841,2017-05-23,47,25,1
151842,2017-05-23,42,30,1
151843,2017-05-23,18,6,2
151844,2017-05-23,7,20,1
151845,2017-05-23,17,2,1
151846,2017-05-23,43,27,3
151847,2017-05-23,25,6,1
151848,2017-05-23,9,18,1
151849,2017-05-23,3,2,1
151850,2017-05-23,37,15,1
151851,2017-05-23,34,9,1
151852,2017-05-23,20,24,1
151853,2017-05-23,2,18,1
151854,2017-05-23,26,8,1
151855,2017-05-23,37,15,1
151856,2017-05-23,32,25,1
151857,2017-05-23,4,20,1
151858,2017-05-23,12,16,1
151859,2017-05-23,37,15,1
151860,2017-05-23,30,6,1
151861,2017-05-23,2,27,1
151862,2017-05-23,36,6,2
151863,2017-05-23,48,25,1
151864,2017-05-23,2,34,1
151865,2017-05-23,1,9,1
151866,2017-05-23,15,31,1
151867,2017-05-23,40,8,1
151868,2017-05-23,47,31,1
151869,2017-05-23,48,6,1
151870,2017-05-23,49,18,1
151871,2017-05-23,35,18,1
151872,2017-05-23,44,17,1
151873,2017-05-23,13,2,3
151874,2017-05-23,13,1,1
151875,2017-05-23,21,10,1
151876,2017-05-23,36,6,3
151877,2017-05-23,39,16,1
151878,2017-05-23,18,6,3
151879,2017-05-23,24,6,1
151880,2017-05-23,29,25,1
151881,2017-05-23,10,9,1
151882,2017-05-23,42,27,1
151883,2017-05-23,42,27,1
151884,2017-05-23,13,9,1
151885,2017-05-23,32,8,1
151886,2017-05-23,42,7,1
151887,2017-05-23,32,8,1
151888,2017-05-23,10,9,1
151889,2017-05-23,48,25,1
151890,2017-05-23,47,31,1
151891,2017-05-23,7,1,3
151892,2017-05-23,49,18,1
151893,2017-05-23,50,8,1
151894,2017-05-23,50,8,1
151895,2017-05-23,47,31,1
151896,2017-05-23,37,15,1
151897,2017-05-23,9,30,1
151898,2017-05-23,42,27,1
151899,2017-05-23,18,6,2
151900,2017-05-23,10,9,1
151901,2017-05-23,41,6,1
151902,2017-05-23,7,20,1
151903,2017-05-23,19,30,1
151904,2017-05-23,12,27,2
151905,2017-05-23,25,2,1
151906,2017-05-23,44,17,1
151907,2017-05-23,43,6,1
151908,2017-05-23,2,18,1
151909,2017-05-23,17,25,2
151910,2017-05-23,15,31,1
151911,2017-05-23,36,31,2
151912,2017-05-23,37,15,1
151913,2017-05-23,7,1,2
151914,2017-05-23,15,31,1
151915,2017-05-23,48,25,1
151916,2017-05-23,48,25,1
151917,2017-05-23,4,18,1
151918,2017-05-23,48,6,1
151919,2017-05-23,35,6,1
151920,2017-05-23,36,31,3
151921,2017-05-23,26,24,1
151922,2017-05-23,13,1,1
151923,2017-05-23,4,6,1
151924,2017-05-23,46,6,1
151925,2017-05-23,13,30,1
151926,2017-05-23,27,9,1
151927,2017-05-23,10,9,1
151928,2017-05-23,1,9,1
151929,2017-05-23,47,31,1
151930,2017-05-23,12,27,3
151931,2017-05-23,29,8,1
151932,2017-05-23,45,6,1
151933,2017-05-23,45,6,1
151934,2017-05-23,35,6,1
151935,2017-05-23,4,18,1
151936,2017-05-23,26,31,1
151937,2017-05-23,47,25,1
151938,2017-05-23,30,25,2
151939,2017-05-23,4,20,1
151940,2017-05-23,12,17,1
151941,2017-05-23,12,17,1
151942,2017-05-23,2,34,1
151943,2017-05-23,4,18,1
151944,2017-05-23,7,15,1
151945,2017-05-23,31,7,1
151946,2017-05-23,32,25,1
151947,2017-05-23,42,17,1
151948,2017-05-23,30,16,2
151949,2017-05-23,17,2,1
151950,2017-05-23,17,2,1
151951,2017-05-23,23,18,1
151952,2017-05-23,33,7,1
151953,2017-05-23,47,25,1
151954,2017-05-23,9,18,1
151955,2017-05-23,13,1,1
151956,2017-05-23,42,27,1
151957,2017-05-23,7,20,1
151958,2017-05-23,46,25,1
151959,2017-05-23,49,15,1
151960,2017-05-23,12,27,3
151961,2017-05-23,2,34,1
151962,2017-05-23,16,31,1
151963,2017-05-23,26,8,1
151964,2017-05-23,24,6,1
151965,2017-05-23,6,17,1
151966,2017-05-23,2,34,1
151967,2017-05-23,16,31,1
151968,2017-05-23,44,17,1
151969,2017-05-23,29,32,3
151970,2017-05-23,43,6,1
151971,2017-05-23,29,25,1
151972,2017-05-23,36,6,2
151973,2017-05-23,47,31,1
151974,2017-05-23,16,31,1
151975,2017-05-23,12,16,1
151976,2017-05-23,17,8,1
151977,2017-05-23,43,27,3
151978,2017-05-23,27,9,1
151979,2017-05-23,49,15,1
151980,2017-05-23,10,9,1
151981,2017-05-23,29,32,3
151982,2017-05-23,33,7,1
151983,2017-05-23,37,15,1
151984,2017-05-23,29,8,1
151985,2017-05-23,1,9,1
151986,2017-05-23,21,10,1
151987,2017-05-23,25,17,1
151988,2017-05-23,30,16,3
151989,2017-05-23,46,6,1
151990,2017-05-23,7,1,3
151991,2017-05-23,46,1,2
151992,2017-05-23,6,17,1
151993,2017-05-23,9,18,1
151994,2017-05-23,32,1,1
151995,2017-05-23,15,31,1
151996,2017-05-23,36,31,3
151997,2017-05-23,50,8,1
151998,2017-05-23,2,34,1
151999,2017-05-23,4,18,1
152000,2017-05-23,12,27,3
152001,2017-05-23,9,18,1
152002,2017-05-23,12,17,1
152003,2017-05-23,44,17,1
152004,2017-05-23,32,25,1
152005,2017-05-23,17,2,1
152006,2017-05-23,49,18,1
152007,2017-05-23,27,9,1
152008,2017-05-23,7,1,2
152009,2017-05-23,34,1,1
152010,2017-05-23,37,17,1
152011,2017-05-23,9,18,1
152012,2017-05-23,37,15,1
152013,2017-05-23,26,8,1
152014,2017-05-23,34,1,1
152015,2017-05-23,34,9,1
152016,2017-05-23,20,24,1
152017,2017-05-23,30,31,1
152018,2017-05-23,4,18,1
152019,2017-05-23,42,6,1
152020,2017-05-23,1,9,1
152021,2017-05-23,48,25,1
152022,2017-05-23,40,8,1
152023,2017-05-23,21,10,1
152024,2017-05-23,4,18,1
152025,2017-05-23,48,25,1
152026,2017-05-23,43,6,1
152027,2017-05-23,4,18,1
152028,2017-05-23,15,31,1
152029,2017-05-23,40,8,1
152030,2017-05-23,49,15,1
152031,2017-05-23,18,6,3
152032,2017-05-23,34,9,1
152033,2017-05-23,26,8,1
152034,2017-05-23,30,6,1
152035,2017-05-23,30,31,1
152036,2017-05-23,13,30,1
152037,2017-05-23,33,7,1
152038,2017-05-23,13,1,1
152039,2017-05-23,46,1,2
152040,2017-05-23,47,31,1
152041,2017-05-23,25,6,1
152042,2017-05-23,2,34,1
152043,2017-05-23,42,7,1
152044,2017-05-23,40,25,1
152045,2017-05-23,40,25,1
152046,2017-05-23,31,6,3
152047,2017-05-23,18,6,2
152048,2017-05-23,7,20,1
152049,2017-05-23,46,1,3
152050,2017-05-23,17,25,2
152051,2017-05-23,9,27,1
152052,2017-05-23,31,6,2
152053,2017-05-23,37,17,1
152054,2017-05-23,48,25,1
152055,2017-05-23,40,25,1
152056,2017-05-23,15,31,1
152057,2017-05-23,18,6,2
152058,2017-05-23,36,2,1
152059,2017-05-23,39,16,1
152060,2017-05-23,42,2,1
152061,2017-05-23,37,17,1
152062,2017-05-23,4,6,1
152063,2017-05-23,46,1,3
152064,2017-05-23,42,7,1
152065,2017-05-23,42,17,1
152066,2017-05-23,42,6,1
152067,2017-05-23,21,10,1
152068,2017-05-23,25,2,1
152069,2017-05-23,38,25,1
152070,2017-05-23,15,31,1
152071,2017-05-23,4,6,1
152072,2017-05-23,7,20,1
152073,2017-05-23,12,17,1
152074,2017-05-23,41,6,1
152075,2017-05-23,7,20,1
152076,2017-05-23,2,34,1
152077,2017-05-23,48,25,1
152078,2017-05-23,29,1,1
152079,2017-05-23,13,1,1
152080,2017-05-23,49,18,1
152081,2017-05-23,34,9,1
152082,2017-05-23,13,9,1
152083,2017-05-23,42,27,1
152084,2017-05-23,36,6,2
152085,2017-05-23,34,1,1
152086,2017-05-23,50,8,1
152087,2017-05-23,31,6,2
152088,2017-05-23,40,25,1
152089,2017-05-23,48,25,1
152090,2017-05-23,37,15,1
152091,2017-05-23,25,2,1
152092,2017-05-23,47,31,1
152093,2017-05-23,41,6,1
152094,2017-05-23,17,2,1
152095,2017-05-23,9,18,1
152096,2017-05-23,17,2,1
152097,2017-05-23,3,2,1
152098,2017-05-23,35,6,1
152099,2017-05-23,13,1,1
152100,2017-05-23,34,1,1
152101,2017-05-23,18,6,3
152102,2017-05-23,17,8,1
152103,2017-05-23,38,25,1
152104,2017-05-23,23,18,1
152105,2017-05-23,43,6,1
152106,2017-05-23,1,9,1
152107,2017-05-23,31,7,1
152108,2017-05-23,35,6,1
152109,2017-05-23,15,31,1
152110,2017-05-23,30,31,1
152111,2017-05-23,30,6,1
152112,2017-05-23,2,34,1
152113,2017-05-23,28,15,1
152114,2017-05-23,1,9,1
152115,2017-05-23,17,2,1
152116,2017-05-23,27,9,1
152117,2017-05-23,43,6,1
152118,2017-05-23,7,15,1
152119,2017-05-23,50,8,1
152120,2017-05-23,26,9,3
152121,2017-05-23,34,9,1
152122,2017-05-23,30,6,1
152123,2017-05-23,42,6,1
152124,2017-05-23,25,2,1
152125,2017-05-23,31,14,1
152126,2017-05-23,35,18,1
152127,2017-05-23,12,27,3
152128,2017-05-23,31,14,1
152129,2017-05-23,2,18,1
152130,2017-05-23,1,9,1
152131,2017-05-23,6,17,1
152132,2017-05-23,4,18,1
152133,2017-05-23,1,9,1
152134,2017-05-23,40,8,1
152135,2017-05-23,17,2,1
152136,2017-05-23,48,25,1
152137,2017-05-23,29,25,1
152138,2017-05-23,49,18,1
152139,2017-05-23,35,6,1
152140,2017-05-23,25,2,1
152141,2017-05-23,40,25,1
152142,2017-05-23,26,24,1
152143,2017-05-23,31,6,2
152144,2017-05-23,25,8,1
152145,2017-05-23,15,34,1
152146,2017-05-23,16,31,1
152147,2017-05-23,47,25,1
152148,2017-05-23,21,10,1
152149,2017-05-23,43,27,2
152150,2017-05-23,16,31,1
152151,2017-05-23,15,31,1
152152,2017-05-23,12,16,1
152153,2017-05-23,9,18,1
152154,2017-05-23,32,25,1
152155,2017-05-23,17,2,1
152156,2017-05-23,3,2,1
152157,2017-05-23,50,8,1
152158,2017-05-23,7,20,1
152159,2017-05-23,7,20,1
152160,2017-05-23,49,18,1
152161,2017-05-23,9,27,1
152162,2017-05-23,25,6,1
152163,2017-05-23,30,16,3
152164,2017-05-23,12,17,1
152165,2017-05-23,21,10,1
152166,2017-05-23,15,34,1
152167,2017-05-23,48,25,1
152168,2017-05-23,46,25,1
152169,2017-05-23,48,6,1
152170,2017-05-23,25,2,1
152171,2017-05-23,42,6,1
152172,2017-05-23,35,18,1
152173,2017-05-23,29,32,4
152174,2017-05-23,31,7,1
152175,2017-05-23,30,31,1
152176,2017-05-23,40,25,1
152177,2017-05-23,17,8,1
152178,2017-05-23,47,31,1
152179,2017-05-23,10,14,2
152180,2017-05-23,42,6,1
152181,2017-05-23,4,20,1
152182,2017-05-23,38,25,1
152183,2017-05-23,43,6,1
152184,2017-05-23,17,8,1
152185,2017-05-23,17,25,2
152186,2017-05-23,1,9,1
152187,2017-05-23,17,25,2
152188,2017-05-23,42,6,1
152189,2017-05-23,48,25,1
152190,2017-05-23,36,31,3
152191,2017-05-23,17,8,1
152192,2017-05-23,8,16,1
152193,2017-05-23,20,24,1
152194,2017-05-23,37,17,1
152195,2017-05-23,25,6,1
152196,2017-05-23,13,1,1
152197,2017-05-23,10,9,1
152198,2017-05-23,16,31,1
152199,2017-05-23,13,30,1
152200,2017-05-23,42,27,1
152201,2017-05-23,28,15,1
152202,2017-05-23,13,30,1
152203,2017-05-23,29,25,1
152204,2017-05-23,12,16,1
152205,2017-05-23,30,31,1
152206,2017-05-23,48,25,1
152207,2017-05-23,29,8,1
152208,2017-05-23,16,31,1
152209,2017-05-23,12,27,2
152210,2017-05-23,20,24,1
152211,2017-05-23,13,30,1
152212,2017-05-23,21,10,1
152213,2017-05-23,34,9,1
152214,2017-05-23,12,17,1
152215,2017-05-23,13,30,1
152216,2017-05-23,40,25,1
152217,2017-05-23,30,31,1
152218,2017-05-23,7,20,1
152219,2017-05-23,42,7,1
152220,2017-05-23,20,24,1
152221,2017-05-23,38,25,1
152222,2017-05-23,2,34,1
152223,2017-05-23,41,6,1
152224,2017-05-23,17,8,1
152225,2017-05-23,29,32,4
152226,2017-05-23,29,25,1
152227,2017-05-23,48,6,1
152228,2017-05-23,30,6,1
152229,2017-05-23,3,2,1
152230,2017-05-23,4,20,1
152231,2017-05-23,2,18,1
152232,2017-05-23,37,17,1
152233,2017-05-23,2,18,1
152234,2017-05-23,4,18,1
152235,2017-05-23,16,31,1
152236,2017-05-23,42,6,1
152237,2017-05-23,13,1,1
152238,2017-05-23,25,6,1
152239,2017-05-23,26,9,3
152240,2017-05-23,16,31,1
152241,2017-05-23,9,30,1
152242,2017-05-23,27,9,1
152243,2017-05-23,18,6,3
152244,2017-05-23,12,27,3
152245,2017-05-23,27,9,1
152246,2017-05-23,44,17,1
152247,2017-05-23,7,15,1
152248,2017-05-23,13,1,1
152249,2017-05-23,47,31,1
152250,2017-05-23,26,9,2
152251,2017-05-23,36,31,3
152252,2017-05-23,15,34,1
152253,2017-05-23,29,8,1
152254,2017-05-23,40,8,1
152255,2017-05-23,17,2,1
152256,2017-05-23,44,17,1
152257,2017-05-23,13,9,1
152258,2017-05-23,12,27,2
152259,2017-05-23,25,2,1
152260,2017-05-23,26,8,1
152261,2017-05-23,45,32,3
152262,2017-05-23,39,16,1
152263,2017-05-23,25,6,1
152264,2017-05-23,30,25,2
152265,2017-05-23,34,1,1
152266,2017-05-23,43,6,1
152267,2017-05-23,1,9,1
152268,2017-05-23,47,25,1
152269,2017-05-23,2,18,1
152270,2017-05-23,12,16,1
152271,2017-05-23,28,15,1
152272,2017-05-23,27,9,1
152273,2017-05-23,32,25,1
152274,2017-05-23,1,9,1
152275,2017-05-23,4,6,1
152276,2017-05-23,10,9,1
152277,2017-05-23,8,16,1
152278,2017-05-23,13,1,1
152279,2017-05-23,31,7,1
152280,2017-05-23,48,6,1
152281,2017-05-23,7,20,1
152282,2017-05-23,48,25,1
152283,2017-05-23,36,6,2
152284,2017-05-23,10,14,3
152285,2017-05-23,46,1,2
152286,2017-05-23,7,20,1
152287,2017-05-23,17,2,1
152288,2017-05-23,46,25,1
152289,2017-05-23,42,2,1
152290,2017-05-23,27,9,1
152291,2017-05-23,12,16,1
152292,2017-05-23,7,20,1
152293,2017-05-23,4,18,1
152294,2017-05-23,42,30,1
152295,2017-05-23,42,6,1
152296,2017-05-23,9,30,1
152297,2017-05-23,42,27,1
152298,2017-05-23,42,27,1
152299,2017-05-23,7,15,1
152300,2017-05-23,3,2,1
152301,2017-05-23,49,18,1
152302,2017-05-23,27,9,1
152303,2017-05-23,43,6,1
152304,2017-05-23,20,24,1
152305,2017-05-23,30,31,1
152306,2017-05-23,9,30,1
152307,2017-05-23,25,2,1
152308,2017-05-23,7,20,1
152309,2017-05-23,37,17,1
152310,2017-05-23,7,20,1
152311,2017-05-23,32,8,1
152312,2017-05-23,21,10,1
152313,2017-05-23,37,15,1
152314,2017-05-23,44,17,1
152315,2017-05-23,49,9,1
152316,2017-05-23,35,18,1
152317,2017-05-23,42,2,1
152318,2017-05-23,21,10,1
152319,2017-05-23,28,15,1
152320,2017-05-23,47,31,1
152321,2017-05-23,29,1,1
152322,2017-05-23,40,25,1
152323,2017-05-23,40,25,1
152324,2017-05-23,48,6,1
152325,2017-05-23,49,9,1
152326,2017-05-23,2,34,1
152327,2017-05-23,48,25,1
152328,2017-05-23,25,2,1
152329,2017-05-23,35,18,1
152330,2017-05-23,36,6,3
152331,2017-05-23,31,7,1
152332,2017-05-23,49,18,1
152333,2017-05-23,29,1,1
152334,2017-05-23,25,17,1
152335,2017-05-23,1,9,1
152336,2017-05-23,44,17,1
152337,2017-05-23,6,17,1
152338,2017-05-23,42,6,1
152339,2017-05-23,42,2,1
152340,2017-05-23,18,6,2
152341,2017-05-23,42,17,1
152342,2017-05-23,29,8,1
152343,2017-05-23,26,31,1
152344,2017-05-23,20,24,1
152345,2017-05-23,44,17,1
152346,2017-05-23,2,34,1
152347,2017-05-23,43,6,1
152348,2017-05-23,49,18,1
152349,2017-05-23,35,18,1
152350,2017-05-23,2,18,1
152351,2017-05-23,7,15,1
152352,2017-05-23,13,1,1
152353,2017-05-23,30,6,1
152354,2017-05-23,2,34,1
152355,2017-05-23,41,6,1
152356,2017-05-23,42,2,1
152357,2017-05-23,2,34,1
152358,2017-05-23,4,18,1
152359,2017-05-23,32,1,1
152360,2017-05-23,32,1,1
152361,2017-05-23,36,6,2
152362,2017-05-23,41,6,1
152363,2017-05-23,50,8,1
152364,2017-05-23,13,9,1
152365,2017-05-23,8,16,1
152366,2017-05-23,37,15,1
152367,2017-05-23,49,18,1
152368,2017-05-23,13,30,1
152369,2017-05-23,48,6,1
152370,2017-05-23,46,1,3
152371,2017-05-23,49,9,1
152372,2017-05-23,4,18,1
152373,2017-05-23,28,15,1
152374,2017-05-23,46,25,1
152375,2017-05-23,16,31,1
152376,2017-05-23,19,30,1
152377,2017-05-23,37,15,1
152378,2017-05-23,17,2,1
152379,2017-05-23,1,9,1
152380,2017-05-23,15,34,1
152381,2017-05-23,9,18,1
152382,2017-05-23,25,6,1
152383,2017-05-23,19,30,1
152384,2017-05-23,7,20,1
152385,2017-05-23,17,25,2
152386,2017-05-23,26,8,1
152387,2017-05-23,40,25,1
152388,2017-05-23,21,10,1
152389,2017-05-23,41,6,1
152390,2017-05-23,32,1,1
152391,2017-05-23,1,9,1
152392,2017-05-23,9,18,1
152393,2017-05-23,8,16,1
152394,2017-05-23,34,1,1
152395,2017-05-23,46,6,1
152396,2017-05-23,44,17,1
152397,2017-05-23,17,8,1
152398,2017-05-23,29,32,3
152399,2017-05-23,7,20,1
152400,2017-05-23,17,8,1
152401,2017-05-23,20,24,1
152402,2017-05-23,34,1,1
152403,2017-05-23,27,9,1
152404,2017-05-23,19,30,1
152405,2017-05-23,35,6,1
152406,2017-05-23,36,31,3
152407,2017-05-23,15,31,1
152408,2017-05-23,9,18,1
152409,2017-05-23,42,6,1
152410,2017-05-23,33,7,1
152411,2017-05-23,29,1,1
152412,2017-05-23,4,6,1
152413,2017-05-23,27,9,1
152414,2017-05-23,45,32,3
152415,2017-05-23,12,27,3
152416,2017-05-23,25,6,1
152417,2017-05-23,29,25,1
152418,2017-05-23,43,27,3
152419,2017-05-23,4,20,1
152420,2017-05-23,13,9,1
152421,2017-05-23,45,32,2
152422,2017-05-23,48,6,1
152423,2017-05-23,47,25,1
152424,2017-05-23,48,25,1
152425,2017-05-23,10,9,1
152426,2017-05-23,42,7,1
152427,2017-05-23,26,9,2
152428,2017-05-23,9,30,1
152429,2017-05-23,13,1,1
152430,2017-05-23,31,6,2
152431,2017-05-23,49,15,1
152432,2017-05-23,36,2,1
152433,2017-05-23,9,18,1
152434,2017-05-23,20,24,1
152435,2017-05-23,4,20,1
152436,2017-05-23,48,6,1
152437,2017-05-23,46,25,1
152438,2017-05-23,1,9,1
152439,2017-05-23,10,9,1
152440,2017-05-23,13,1,1
152441,2017-05-23,30,31,1
152442,2017-05-23,12,27,2
152443,2017-05-23,26,9,2
152444,2017-05-23,43,27,3
152445,2017-05-23,15,31,1
152446,2017-05-23,31,6,2
152447,2017-05-23,7,20,1
152448,2017-05-23,10,14,2
152449,2017-05-23,29,1,1
152450,2017-05-23,47,25,1
152451,2017-05-23,29,8,1
152452,2017-05-23,9,30,1
152453,2017-05-23,17,8,1
152454,2017-05-23,35,18,1
152455,2017-05-23,7,15,1
152456,2017-05-23,43,6,1
152457,2017-05-23,30,16,2
152458,2017-05-23,13,2,2
152459,2017-05-23,26,8,1
152460,2017-05-23,48,25,1
152461,2017-05-23,40,25,1
152462,2017-05-23,29,32,4
152463,2017-05-23,40,25,1
152464,2017-05-23,38,25,1
152465,2017-05-23,4,20,1
152466,2017-05-23,30,31,1
152467,2017-05-23,9,27,1
152468,2017-05-23,2,34,1
152469,2017-05-23,9,18,1
152470,2017-05-23,36,6,3
152471,2017-05-23,10,9,1
152472,2017-05-23,12,16,1
152473,2017-05-23,4,6,1
152474,2017-05-23,44,17,1
152475,2017-05-23,2,18,1
152476,2017-05-23,46,6,1
152477,2017-05-23,43,6,1
152478,2017-05-23,32,1,1
152479,2017-05-23,37,17,1
152480,2017-05-23,42,30,1
152481,2017-05-23,41,6,1
152482,2017-05-23,16,31,1
152483,2017-05-23,37,15,1
152484,2017-05-23,43,6,1
152485,2017-05-23,21,10,1
152486,2017-05-23,44,17,1
152487,2017-05-23,34,9,1
152488,2017-05-23,36,31,3
152489,2017-05-23,40,25,1
152490,2017-05-23,19,30,1
152491,2017-05-23,42,7,1
152492,2017-05-23,46,1,3
152493,2017-05-23,48,6,1
152494,2017-05-23,36,6,2
152495,2017-05-23,36,31,3
152496,2017-05-23,4,20,1
152497,2017-05-23,27,9,1
152498,2017-05-23,42,6,1
152499,2017-05-23,32,8,1
152500,2017-05-23,4,18,1
152501,2017-05-23,25,2,1
152502,2017-05-23,37,15,1
152503,2017-05-23,47,31,1
152504,2017-05-23,27,9,1
152505,2017-05-23,18,6,3
152506,2017-05-23,15,31,1
152507,2017-05-23,9,18,1
152508,2017-05-23,1,9,1
152509,2017-05-23,17,25,3
152510,2017-05-23,34,1,1
152511,2017-05-23,32,25,1
152512,2017-05-23,15,31,1
152513,2017-05-23,4,6,1
152514,2017-05-23,43,6,1
152515,2017-05-23,42,27,1
152516,2017-05-23,46,25,1
152517,2017-05-23,49,18,1
152518,2017-05-23,15,34,1
152519,2017-05-23,23,17,1
152520,2017-05-23,26,31,1
152521,2017-05-23,7,20,1
152522,2017-05-23,12,17,1
152523,2017-05-23,9,27,1
152524,2017-05-23,35,18,1
152525,2017-05-23,40,25,1
152526,2017-05-23,30,16,3
152527,2017-05-23,30,16,3
152528,2017-05-23,13,9,1
152529,2017-05-23,13,2,2
152530,2017-05-23,48,6,1
152531,2017-05-23,15,31,1
152532,2017-05-23,25,6,1
152533,2017-05-23,32,1,1
152534,2017-05-23,2,18,1
152535,2017-05-23,50,8,1
152536,2017-05-23,30,16,3
152537,2017-05-23,29,1,1
152538,2017-05-23,9,18,1
152539,2017-05-23,4,18,1
152540,2017-05-23,4,18,1
152541,2017-05-23,26,31,1
152542,2017-05-23,48,25,1
152543,2017-05-23,50,8,1
152544,2017-05-23,49,18,1
152545,2017-05-23,2,34,1
152546,2017-05-23,2,18,1
152547,2017-05-23,50,8,1
152548,2017-05-23,37,17,1
152549,2017-05-23,40,25,1
152550,2017-05-23,48,25,1
152551,2017-05-23,31,7,1
152552,2017-05-23,29,1,1
152553,2017-05-23,2,27,1
152554,2017-05-23,37,15,1
152555,2017-05-23,4,20,1
152556,2017-05-23,16,31,1
152557,2017-05-23,26,8,1
152558,2017-05-23,49,18,1
152559,2017-05-23,2,18,1
152560,2017-05-23,37,15,1
152561,2017-05-23,42,30,1
152562,2017-05-23,18,6,2
152563,2017-05-23,42,6,1
152564,2017-05-23,36,31,3
152565,2017-05-23,32,1,1
152566,2017-05-23,47,31,1
152567,2017-05-23,7,20,1
152568,2017-05-23,45,6,1
152569,2017-05-23,17,2,1
152570,2017-05-23,45,32,2
152571,2017-05-23,42,2,1
152572,2017-05-23,12,16,1
152573,2017-05-23,47,31,1
152574,2017-05-23,48,25,1
152575,2017-05-23,7,1,2
152576,2017-05-23,2,18,1
152577,2017-05-23,27,9,1
152578,2017-05-23,12,27,3
152579,2017-05-23,17,25,3
152580,2017-05-23,29,32,3
152581,2017-05-23,34,9,1
152582,2017-05-23,20,24,1
152583,2017-05-23,13,1,1
152584,2017-05-23,30,31,1
152585,2017-05-23,9,27,1
152586,2017-05-23,29,1,1
152587,2017-05-23,20,24,1
152588,2017-05-23,17,8,1
152589,2017-05-23,30,31,1
152590,2017-05-23,12,27,3
152591,2017-05-23,49,18,1
152592,2017-05-23,42,6,1
152593,2017-05-23,27,9,1
152594,2017-05-23,37,15,1
152595,2017-05-23,49,9,1
152596,2017-05-23,7,1,3
152597,2017-05-23,32,8,1
152598,2017-05-23,35,6,1
152599,2017-05-23,17,2,1
152600,2017-05-23,42,6,1
152601,2017-05-23,2,18,1
152602,2017-05-23,32,8,1
152603,2017-05-23,47,31,1
152604,2017-05-23,25,6,1
152605,2017-05-23,36,31,2
152606,2017-05-24,39,10,1
152607,2017-05-24,16,6,3
152608,2017-05-24,44,8,1
152609,2017-05-24,46,27,1
152610,2017-05-24,25,25,1
152611,2017-05-24,37,21,1
152612,2017-05-24,37,21,1
152613,2017-05-24,44,8,1
152614,2017-05-24,39,34,1
152615,2017-05-24,22,6,1
152616,2017-05-24,29,6,1
152617,2017-05-24,25,18,1
152618,2017-05-24,25,8,1
152619,2017-05-24,12,18,1
152620,2017-05-24,25,6,3
152621,2017-05-24,48,6,3
152622,2017-05-24,31,7,1
152623,2017-05-24,32,15,1
152624,2017-05-24,39,18,1
152625,2017-05-24,46,31,1
152626,2017-05-24,37,21,1
152627,2017-05-24,21,1,1
152628,2017-05-24,45,30,1
152629,2017-05-24,6,6,3
152630,2017-05-24,41,16,1
152631,2017-05-24,17,25,3
152632,2017-05-24,39,10,1
152633,2017-05-24,41,6,1
152634,2017-05-24,17,25,2
152635,2017-05-24,17,18,1
152636,2017-05-24,22,30,1
152637,2017-05-24,1,9,1
152638,2017-05-24,4,8,1
152639,2017-05-24,30,6,1
152640,2017-05-24,25,9,2
152641,2017-05-24,28,24,1
152642,2017-05-24,16,17,1
152643,2017-05-24,16,17,1
152644,2017-05-24,31,1,1
152645,2017-05-24,17,25,3
152646,2017-05-24,7,10,1
152647,2017-05-24,11,24,1
152648,2017-05-24,11,24,1
152649,2017-05-24,37,21,1
152650,2017-05-24,25,8,1
152651,2017-05-24,16,17,1
152652,2017-05-24,45,30,1
152653,2017-05-24,12,2,1
152654,2017-05-24,35,6,1
152655,2017-05-24,49,14,1
152656,2017-05-24,46,31,1
152657,2017-05-24,45,25,1
152658,2017-05-24,9,1,3
152659,2017-05-24,3,30,1
152660,2017-05-24,45,25,1
152661,2017-05-24,28,24,1
152662,2017-05-24,31,6,1
152663,2017-05-24,30,6,1
152664,2017-05-24,25,25,1
152665,2017-05-24,11,31,1
152666,2017-05-24,3,30,1
152667,2017-05-24,33,6,1
152668,2017-05-24,28,24,1
152669,2017-05-24,11,16,1
152670,2017-05-24,39,24,1
152671,2017-05-24,46,31,1
152672,2017-05-24,33,6,1
152673,2017-05-24,31,6,1
152674,2017-05-24,3,25,2
152675,2017-05-24,23,6,1
152676,2017-05-24,17,25,2
152677,2017-05-24,12,18,1
152678,2017-05-24,17,18,1
152679,2017-05-24,25,6,2
152680,2017-05-24,20,25,1
152681,2017-05-24,11,15,1
152682,2017-05-24,11,7,1
152683,2017-05-24,37,1,1
152684,2017-05-24,11,16,1
152685,2017-05-24,38,31,3
152686,2017-05-24,47,6,1
152687,2017-05-24,45,30,1
